OBJECTID,Census_Tract,EHD_Rank,SHAPE_Length,SHAPE_Area
73,53053062801,10,18018.6933028124,8204598.30623198
74,53053071210,6,23279.111255594,18777350.0109775
75,53053071307,7,14209.4851978011,11276494.3859235
76,53053062802,10,12308.5347288775,6496362.33395432
77,53053063400,9,11799.3399632386,8352134.85349893
78,53053072108,8,14228.8867548717,9049459.50040735
79,53053071408,6,11899.3725559784,6309152.73605622
80,53053073114,6,23505.5134402622,14894279.4084081
81,53053071503,9,18623.7219687287,12319996.3478443
82,53053061400,10,6112.952925313,2010508.4265217
83,53053940002,9,30669.3423613697,29395971.5350877
84,53053072313,5,11058.9798925471,5542531.19025598
85,53053071806,10,10776.8459815753,3686849.1061626
86,53053062500,10,9997.04703851873,6284471.45675455
87,53053072111,5,10411.3876198748,4211380.88710673
88,53053072112,6,15052.1711483697,5205777.03420231
89,53053940011,5,22673.8433939054,8146942.02204816
90,53053071805,10,8194.83886097882,2916760.39335059
91,53053060600,5,21722.0299239839,14923152.4485675
92,53053061100,8,13811.4512126446,9532814.37941989
93,53053072312,7,11247.7901270085,5349471.85636253
94,53053071808,10,8452.43555273014,4486178.4295078
95,53053071807,10,16490.8111911665,9172560.62556417
96,53053073123,6,29410.5480896531,20850784.4296836
97,53053070404,4,26638.1785648629,11299527.8097751
98,53053070403,3,40352.056051635,30653432.6745538
99,53053070313,6,30918.5453294324,30276882.670894
100,53053070314,1,18067.5979083648,12514564.5461029
101,53053070315,3,25512.9080682177,21387382.0341805
102,53053070316,5,12526.6860104286,7547587.69323045
103,53053073125,7,21162.5368166333,13487347.6248455
104,53053072903,8,43582.8491675748,66665323.2853912
105,53053071407,6,19416.7161648613,18181500.5796981
106,53053060800,2,10056.8346754542,5606366.22396582
107,53053073119,2,81676.6386903019,214226533.452086
108,53053072507,2,18598.3623557057,12467990.4419701
109,53053072409,2,19924.3605550877,18343273.7264844
110,53053071406,7,29378.0709580966,35491800.2110115
111,53053073126,7,7364.23644485811,3026599.70323492
112,53053073408,8,13703.4765346318,5983623.13234223
113,53053073406,9,17862.3647986762,9573885.69698942
114,53053073121,7,10495.6367197705,6145574.70756987
115,53053071310,6,17078.8716439073,14041469.8675596
116,53053071309,7,19222.8714879968,8921411.25536753
117,53053072906,3,148919.521826167,497402473.340812
118,53053940004,8,30982.3797535683,39038981.9733118
119,53053071206,8,19207.29157169,17059980.8775434
120,53053062300,10,10006.4476272407,5320311.60386677
121,53053060200,10,37577.2592550931,54070386.7211978
122,53053060904,7,9419.88977598694,4231477.59277574
123,53053061002,8,11252.7156672905,6547346.36974484
124,53053061001,6,14056.5538733983,9946764.71886395
125,53053070312,4,21716.092782505,17999134.2259208
126,53053940003,9,13888.8350778801,9130285.0841684
127,53053073120,7,14335.0674855813,7158951.7288755
128,53053073122,6,17351.5570726528,10857016.5048298
129,53053073405,10,12539.5876722447,6428975.08253019
130,53053073407,8,11429.2930139381,5227122.40211908
131,53053073124,6,13488.0161569577,8439253.79756546
132,53053070703,7,17511.6390596752,12688809.0059072
133,53053071306,6,25663.4008007467,26419030.1711365
134,53053073301,9,29415.5998382873,32112660.8372939
135,53053060700,6,8579.35368240232,4569931.42202477
136,53053072310,8,11249.4430465626,4549569.34153342
137,53053072000,9,18513.4901767891,6821589.48706719
138,53053073118,3,41554.6757151608,67035580.7094511
139,53053072905,8,18580.6456534902,12544794.6977036
140,53053072907,6,30442.57420365,34931295.2341766
141,53053073500,6,25992.328813543,35515471.2398123
142,53053061900,10,6015.41533156758,2253753.25964783
143,53053070310,5,17586.1950049315,12251767.818581
144,53053072901,9,38508.347931123,39385953.2356858
145,53053071602,9,15623.8440984899,10146663.549955
146,53053071305,9,20623.3653276598,21532553.2423187
147,53053073117,3,50187.9475685313,106598470.725191
148,53053072505,1,30307.227552868,47219082.8810092
149,53053940005,8,18143.0536090945,9258304.10443999
150,53053060500,2,12133.2160014636,6047428.00964659
151,53053060905,7,12068.6039277645,8738544.15981027
152,53053060906,5,7700.61402656339,3423829.54679382
153,53053060903,4,11472.8223133993,8156623.25195769
154,53053060400,4,17092.030461864,14151614.5513943
155,53053063100,10,9475.28397402559,5299361.0565708
156,53053070205,3,26414.1660485273,41611122.1454628
157,53053071207,8,15675.5292495117,10571753.2824718
158,53053063200,10,9097.45535842109,5111785.24180247
159,53053071505,8,15267.9329215881,9710292.66142626
160,53053070311,2,16505.741258328,10779118.2445389
161,53053940009,8,18653.7354926018,17105742.4930682
162,53053940008,6,13430.9828586034,6635669.14546554
163,53053070204,4,17902.8526304894,11317416.5216936
164,53053071304,7,16799.9334113394,11608625.4778482
165,53053071707,10,7590.51246188455,2743547.31423524
166,53053070203,2,38100.551776586,77835267.3780495
167,53053071100,7,15784.1455075161,14090559.4412941
168,53053940001,5,42106.8805521589,35745069.8054292
169,53053071205,6,19272.2323277124,16935319.0885955
170,53053071208,8,13197.5173523338,7970866.8198476
171,53053062400,8,9413.22042544068,4910039.88158172
172,53061041810,8,6742.9344414772,1985112.30614743
173,53061051924,6,11562.0361487345,5886940.94424707
174,53061051922,3,16289.0487665263,8442257.83122539
175,53061051921,7,11843.6940056266,5437719.52773427
176,53061051926,7,19134.7984110098,18789975.7504667
177,53061052115,3,10868.085038667,6787457.5195178
178,53061052114,1,18854.259471032,14449754.535356
179,53061052209,4,26744.3179130145,19175203.570314
180,53061052709,3,30491.0819028533,45109970.6845709
181,53061053604,1,50876.0531253109,36017805.6368557
182,53061053603,2,54676.1857713293,92715609.5067815
183,53061052906,8,10309.0462735156,5413316.43205721
184,53061053508,6,35211.6319909746,33704883.0992549
185,53061052905,8,10756.9060516776,4649140.43277346
186,53061041809,8,7395.91864423884,2398791.37527304
187,53061051928,6,10406.0482898361,5107083.23632924
188,53061041303,7,14450.3893094406,8463466.91727982
189,53061051923,3,15621.0714595336,8247271.40539391
190,53061051925,8,19756.9999612824,17800675.8813508
191,53061052208,6,12821.0682480955,4613432.08976213
192,53061052708,2,10846.9362355222,7072911.31359886
193,53061053507,1,14443.4990375306,10714345.445525
194,53061053509,6,20762.6709173086,18941700.6666149
195,53061040500,8,10662.0729539052,4485937.62571882
196,53061052003,3,17877.9426491714,13056022.2877551
197,53061052118,2,32494.1407296659,24948846.5771046
198,53061990100,1,26892.6177318035,29652739.4423723
199,53077001701,8,248315.044947122,2191316920.27007
200,53077001400,9,17445.6928232901,11713843.2701309
201,53077000700,10,11002.3206421518,6202401.70635118
202,53077940002,9,150032.028645363,488637746.156391
203,53077002200,8,117592.938735249,436985766.550802
204,53077001100,6,22146.2778127363,26943691.8690819
205,53077002900,6,134221.816655651,452206177.162218
206,53077002002,7,23498.9191462509,19611627.8157225
207,53077001000,8,11702.1650367088,5505173.05896726
208,53077002001,7,23051.6834044815,18147855.2989022
209,53077000200,10,15517.3844274058,7544564.85027441
210,53077001800,7,174049.526676892,518496738.952756
211,53077000100,10,20243.0420175907,6230963.02370229
212,53077940003,8,609139.951402475,9676787789.92467
213,53077940001,9,151474.388983806,641990270.155571
214,53077002701,5,146841.550572262,812379267.362843
215,53077003100,4,84810.9410373547,141564272.632112
216,53077940004,10,20061.9123204757,17619784.6584813
217,53077000800,6,11705.9209791701,5466729.55483182
218,53077000400,7,26285.564229068,22494222.1199695
219,53077001300,10,20828.1390411327,17120352.4049766
220,53077003200,8,24917.7546029292,23223797.8176042
221,53077000300,9,15876.5311422785,10915156.5613138
222,53077000600,10,8003.85138495809,3241561.99644994
223,53077000500,9,11133.5736207235,5268695.10028094
224,53077001602,6,42956.811291293,46489215.768096
225,53077001501,10,11629.6346939975,6349209.65785519
226,53077001502,9,8850.82595308058,3566924.95143834
227,53077001202,10,9888.00604322401,5898269.18805564
228,53077001601,8,83078.983858547,163296071.121072
229,53077002802,7,54153.7488539397,63642740.8002639
230,53077000902,7,14152.2500519515,10435419.3167379
231,53077000901,6,16523.5926817055,12436107.0753871
232,53077002801,6,98137.4831882136,194388662.145557
233,53077003002,6,73419.3535227952,62154005.8399898
234,53077002102,9,102408.017311594,229522053.620984
235,53077002101,6,126549.658806723,405686752.99386
236,53077001902,8,16397.9802631395,10091794.0030733
237,53077940006,9,16077.6363513675,9462428.39424543
238,53077940005,9,15588.4123299254,10783959.8400283
239,53077001201,10,6979.68317210357,2691807.68477738
240,53077001901,7,18184.6059953838,11043486.2598629
241,53077003400,4,49092.1879129911,58714834.9990417
242,53077003001,5,576412.384399077,6471513727.49215
243,53077001702,8,73070.6651604822,176613349.909608
244,53035090700,1,33869.6251427781,49195536.3321879
245,53035090800,1,34664.7228622821,60942121.8323713
246,53035090900,1,20917.5876134529,23093463.5888863
247,53035091000,1,49714.3049944116,89170749.5891195
248,53035080101,4,10399.4858338065,5574012.43837929
249,53035080102,7,12412.2855278051,5836624.14341467
250,53035080200,7,9662.79226951111,5468730.56123571
251,53035080300,5,8125.5145099044,4121380.41292352
252,53035080400,2,20816.2317507773,14714400.7245132
253,53035080600,7,11690.8743650187,7070969.23210826
254,53035080700,6,19959.2540370081,14421514.9363716
255,53035092801,3,21850.3635391312,26261838.5622534
256,53035091204,2,14441.5590274231,10813005.8599517
257,53035091302,3,60015.5457952712,82588017.7603504
258,53035091400,3,25746.7378802186,28588846.4277338
259,53035091500,4,20019.5518923165,18556218.4490991
260,53035091600,3,14172.2947443942,11293972.7365347
261,53035091700,4,19989.107717593,22405105.2998245
262,53035091800,2,21138.1616932373,18893593.9606329
263,53035092000,5,121126.729459236,446235517.105436
264,53035080500,7,12153.9817788527,5600578.19734615
265,53035080900,7,30856.5147344971,32117636.4672322
266,53035081000,7,17710.6008321885,9341436.00176155
267,53035081100,6,9595.66482247936,3283885.39928556
268,53035081200,6,6154.17734763341,1921260.59040401
269,53035081400,3,12771.5029663192,8565494.18470113
270,53035091301,1,54557.9312576173,87075807.1299606
271,53035091201,2,18846.3778730661,14828396.8100847
272,53035091203,3,21781.8998861212,13779288.1228321
273,53035091900,5,21537.6948559081,13641369.2351233
274,53035090101,2,77436.3852858963,127945831.560478
275,53035090102,1,75356.4538024293,128663055.871885
276,53035092100,3,61163.1444940427,157661008.974483
277,53035092200,7,21881.9432136978,16999546.2115988
278,53035092400,3,15341.1062011075,13381552.2278515
279,53035092500,7,26354.1254319953,36087674.8052009
280,53007960500,3,306376.451615273,1821224688.12796
281,53007960600,4,31183.1755118197,20839661.2162704
282,53007960300,3,248830.433600005,1116828720.00162
283,53007960100,1,643212.470228089,7027924473.73579
284,53007960200,1,436603.880012347,5681270078.82499
285,53007961200,5,123089.280535571,697585115.928224
286,53007960400,2,90419.1892474867,347601522.110002
287,53007960700,2,120010.587741785,315243067.254157
288,53007961000,8,13766.925679124,7645744.2109494
289,53007961100,9,21473.3538928006,16599782.5672229
290,53007960802,6,18898.0280626941,17154148.1770074
291,53007961302,4,47107.4953706398,59578309.7648328
292,53007961301,4,36882.7138594736,36451084.8917059
293,53007960801,1,39125.9990572172,55070011.2163675
294,53035092600,1,32032.5597613712,36404879.5190934
295,53035092901,2,54192.2283897813,156051756.077399
296,53035092300,5,20400.6707207852,16316036.6453007
297,53035090300,3,41888.4161457591,70072815.008878
298,53035090400,5,46601.3416288193,51953892.0646658
299,53035940100,3,46971.6425286956,74063670.224935
300,53035940000,1,26049.5061980346,34859257.6513283
301,53035091100,1,39442.0670069141,65598171.4344338
302,53035080800,7,8487.06918222605,3716556.00353196
303,53035092802,3,36613.5807146514,62149699.9758703
304,53035092803,3,27219.6986190024,41084914.5951934
305,53035092902,3,41327.1897,60801603.6041614
306,53035090202,2,66231.229779727,129545751.675137
307,53035090502,2,22322.987699165,15547936.4513652
308,53035090201,1,33508.3874488548,40894978.2682693
309,53035090501,3,21966.8392329823,17933482.0775157
310,53035092704,1,43214.0544971182,55538435.4814239
311,53035092701,1,34524.557549929,55890393.3859306
312,53035990100,1,473971.915081263,622034077.940227
313,53043960100,1,18242.845919032,10884204.3472752
314,53043960200,3,318475.771001602,3158997303.55058
315,53043960400,3,385320.676997214,5828176442.71544
316,53043960300,2,306809.162400642,4307796875.35427
317,53051970100,1,336986.738908389,4049459524.18728
318,53051970200,4,296115.482744215,2819687724.08532
319,53051970300,3,60771.2078193595,213767632.524774
320,53051970400,4,161102.938986408,947644007.812123
321,53051970500,2,91393.2562101338,381121245.782892
322,53019940000,3,383468.455908541,6588769092.99772
323,53019970100,4,421519.854529898,4648086550.91493
324,53019970200,1,267550.604679794,2052764763.94058
325,53057951900,1,65256.9974884061,140468561.473994
326,53057950800,2,139090.878956852,445736484.642056
327,53057951600,4,50364.0287825336,77671949.4010454
328,53057951700,4,14759.0003811462,7719378.79227255
329,53057951800,8,24431.2501980251,23949551.2165445
330,53057951200,1,258125.636932481,1735070289.31106
331,53057951300,2,63587.0476007294,148033633.196613
332,53057952700,1,111314.908740055,379294918.878821
333,53057952100,6,67989.7449252136,200580569.453537
334,53057951000,2,153124.1187818,855581837.425951
335,53057952200,9,18990.5193712477,17433189.7589742
336,53057952600,5,45548.733949654,40973733.4539569
337,53057952500,5,13547.8433075463,4518852.99733113
338,53057950900,3,117791.012301776,372985892.641475
339,53057951400,2,26942.9688297243,23475414.2034169
340,53057951500,3,33793.1812465839,52820136.1065548
341,53057951100,2,457955.090623762,5384343246.96371
342,53057990100,1,449442.215156832,900148162.313396
343,53057952402,6,26921.810100499,26644823.2762006
344,53057952302,5,40033.339816153,33368354.4544514
345,53057952401,6,9010.46710522347,4109421.24128923
346,53057952301,4,9695.48650070924,5868613.44521348
347,53057950100,1,140043.225761887,148458335.138353
348,53057940200,1,18358.6678495406,11539858.168348
349,53057940300,2,81991.2050326417,125855968.157773
350,53057940400,1,39134.1010219722,33338278.6759124
351,53057940500,5,8961.64310241079,3254417.20706204
352,53057940600,8,22764.4946348802,20355319.4755802
353,53057940700,4,9728.1717154867,4005961.66264984
354,53057940800,3,61688.8631873024,81882288.9373185
355,53009002300,1,179811.020830991,646285124.831079
356,53009002100,1,18198.5347307072,8445480.68426377
357,53009001300,1,22147.6056818209,22349950.1154591
358,53009000300,1,76692.5291953321,132513296.848134
359,53009000800,5,13107.6986370368,7043723.48334986
360,53009001800,1,120486.707130945,493035292.023515
361,53009000700,5,50767.2633977835,27778383.0520403
362,53009001500,6,190606.662968032,1143166647.02903
363,53009000900,5,10992.6883150577,5207450.10813236
364,53009001400,1,79505.108913972,207304204.915973
365,53009001700,1,80850.3803234496,72558399.4211522
366,53009000600,1,344151.509654845,2434302148.27707
367,53009001200,5,17610.7378822303,14835314.4213672
368,53009002000,1,68734.5664748437,46396334.9911067
369,53009000200,1,352668.256079429,2161331291.28516
370,53009001900,1,70680.246700371,83597032.6322481
371,53009001100,4,29255.9206041082,24789555.886721
372,53009940000,1,115707.758718338,250528896.881548
373,53009001600,1,38827.7509354276,48401909.0160517
374,53045960400,3,100744.357833478,309229446.20257
375,53045961300,2,107797.319575286,399809173.676946
376,53045960200,2,322627.849017788,1380059220.73646
377,53045960600,3,61480.1689467624,110388524.066214
378,53045960700,4,11571.9639527229,4195794.48382297
379,53045960800,4,28898.435791571,32792835.2272541
380,53045960900,3,17779.5748069672,12258945.3229473
381,53045961000,2,82133.2551297936,149681021.930178
382,53045940000,1,40243.7120004543,47495679.033109
383,53045960500,1,100354.381625398,313139506.793158
384,53045961100,1,108885.504744196,351889008.836057
385,53045961200,1,81977.2092379186,159752053.20831
386,53045960300,2,106846.533683436,596874448.27447
387,53045960100,1,245648.251064473,2059598741.68358
388,53009001000,4,9650.54383689222,3987584.4852159
389,53009000400,1,400299.2986259,2383988536.26523
390,53009990100,1,958444.17624751,5286150255.06965
391,53011041008,5,9818.1114324665,5287809.1608125
392,53011041003,7,13046.1104372239,6994535.47953778
393,53011041005,9,64990.8263112458,120096492.310607
394,53011041105,8,13608.7051507533,9428377.81306858
395,53011041107,6,8412.17456206776,4160769.35429872
396,53011041323,9,8841.63153691075,4243762.85160604
397,53011040101,2,152685.958172902,724516831.063741
398,53011041325,4,17026.4725600687,11728845.7165315
399,53011040905,4,35563.8602094121,54158359.3238298
400,53011040908,6,13069.2950212332,8989089.04757712
401,53011040803,4,12372.7596789167,7731767.64689445
402,53011040907,1,17145.6750772095,11925530.1378113
403,53011041110,9,11653.1299546327,6343392.48738773
404,53011041007,10,9284.86584383094,4026845.40630675
405,53011041600,9,13260.694753493,5674829.33010538
406,53011040904,7,15224.5217942329,8652968.61162832
407,53011041201,8,14796.9772530459,9265198.8639663
408,53011041203,9,13763.1933922299,7991781.29482548
