OBJECTID,Census_Tract,EHD_Rank,SHAPE_Length,SHAPE_Area
895,53033030503,10,13880.569087418,7239170.75141414
896,53033030501,9,22734.9104377752,24781385.2502476
897,53033030404,8,17747.7244353158,13469914.7996418
898,53033010200,7,13199.2331685627,9172219.53926362
899,53033010100,10,14723.6363557642,8878687.24147763
900,53033009900,9,21318.8896243963,19440188.7880631
901,53033009800,4,8878.40064296341,4239054.08825789
902,53033009702,3,12828.7995476522,4872348.04998563
903,53033009701,1,14859.6230508975,7616053.4782409
904,53033009600,4,11259.6906098551,7230461.86273447
905,53033010401,10,7800.75081254265,3547587.63406275
906,53033010701,9,9898.43590053789,3194377.58287359
907,53033011001,10,7489.94516593284,2348069.77066668
908,53033025301,9,21832.4175438664,12817732.4042933
909,53033025601,8,12131.1231527947,6333059.01631074
910,53033025805,10,10470.6380611534,5306932.78627469
911,53033022803,7,14230.6871905974,10507969.1385405
912,53033023202,7,8237.45320767501,3234745.15830856
913,53033031205,8,24667.9262331428,12823844.2954115
914,53033031502,1,329294.260740313,2244542438.84955
915,53033022005,7,10383.4283599083,5342113.33535265
916,53033021802,8,14127.656562638,10848243.6583427
917,53033021904,6,12962.5220672138,7518359.42701075
918,53033030403,8,14284.4039044154,8377802.76896549
919,53033030401,10,23682.6954599167,27130649.3809095
920,53033030312,10,9815.91714186366,4030854.0636211
921,53033030311,7,9446.55474271163,4139965.66079586
922,53033030310,8,11010.6111143894,6963696.06196722
923,53033009500,9,15644.11438704,12092263.6022163
924,53033009400,10,8707.07859399669,3785642.74279387
925,53033009300,9,21922.3226545423,22287811.9556877
926,53033009200,10,5915.11508526012,1066139.36088859
927,53033009100,10,4778.03469124117,920545.008062756
928,53033009000,9,6145.44371171105,1803862.14272718
929,53033008900,10,12151.9021711524,6409661.14974408
930,53033008800,6,5969.2516181991,2085577.68835734
931,53033029205,9,12642.7237764427,4162820.41313482
932,53033030005,10,9308.44642540631,4731605.61757692
933,53033031705,6,15464.2277990737,11017232.9421486
934,53033032010,4,20243.9886563044,10507686.227296
935,53033032213,2,13922.2460251232,9719482.39980923
936,53033032214,3,15848.1020077539,14789900.4539353
937,53033022300,5,21497.3535541927,19709146.645626
938,53033022400,6,21011.0742467277,18530330.2302991
939,53033022901,6,8711.02809983951,3266532.35718146
940,53033022606,7,10328.876291598,6136630.17449272
941,53033022702,4,10431.0882575493,5397532.36108434
942,53033023000,2,18995.5343664819,12747801.053198
943,53033030309,8,11289.7775587223,4828152.24806546
944,53033030308,10,9108.18039443026,4682763.13306012
945,53033030306,7,17813.4229596717,9364514.58628691
946,53033030305,6,15275.2828886275,10481408.8413842
947,53033008700,9,5167.69004189898,1610165.00091537
948,53033011800,10,12714.6946361328,10016375.8927481
949,53033011700,10,13558.6780835949,7683148.81462203
950,53033011600,7,15146.3303517532,8946228.87674772
951,53033011500,5,8979.60071478078,3372422.24567405
952,53033011300,10,11874.3889399753,7013812.77980292
953,53033011200,10,13826.1484664828,6561373.2137597
954,53033011102,9,13045.9661312562,6435199.55755318
955,53033032212,4,13005.6682383642,7496462.99160724
956,53033023100,5,19390.6342033013,11425113.1922804
957,53033023603,7,8607.85764226081,4460941.71999318
958,53033023300,6,12763.6710530388,8436976.64956818
959,53033023401,8,13270.1610311753,8216880.64466274
960,53033023500,4,9875.35235136501,4994742.19806203
961,53033030304,8,19410.1888788765,15979058.4754788
962,53033030202,10,11655.1002902495,7117388.69270993
963,53033030201,9,10256.4876350308,6245757.13587067
964,53033030100,9,20942.1483003326,17026318.1746148
965,53033030004,10,8445.91976141153,4437731.09104939
966,53033030003,10,19186.5342786745,12162203.2603497
967,53033011101,10,7026.5394114305,2522719.00567154
968,53033008600,8,5308.08340707278,1564000.35888748
969,53033008500,10,4494.0910443183,1042532.86246123
970,53033008400,6,4550.49283644548,841427.43372459
971,53033008300,9,4124.2903590288,522153.84466699
972,53033008200,9,4384.53811681393,806347.553053369
973,53033008100,9,7716.66960514929,2630933.25294314
974,53033008002,10,3624.24620817572,503710.288332048
975,53033008001,7,9158.94025000372,2286708.30185533
976,53033007900,9,5267.04790634044,1536094.79889425
977,53033007800,5,16119.8116164521,11713976.7475782
978,53033007700,6,6893.6688300204,2327906.9839727
979,53033023601,9,13285.5219479384,10120528.8355428
980,53033024601,3,21465.3749463798,14651211.0528571
981,53033023604,7,12654.0934962548,6462484.74239237
982,53033023700,3,19936.3542489667,16613351.2144994
983,53033029902,9,18456.9671536562,13705584.6260816
984,53033029901,9,12160.676546766,8843759.02953525
985,53033029802,9,18512.7028569331,15306224.6678154
986,53033029801,10,21214.0531002724,17572117.4048946
987,53033029700,10,26550.5880125388,24551947.1358684
988,53033029602,7,18539.6626999798,14602380.4905155
989,53033029601,9,13785.1560419035,8757862.58613388
990,53033029504,10,8208.21916167805,4105377.61964962
991,53033007600,10,4478.65536605079,1258044.4930956
992,53033007500,6,5980.24534711136,1763480.0247211
993,53033007300,10,6453.2456915091,2037008.24504044
994,53033007200,8,7480.9390039088,2222237.09355516
995,53033007100,8,7385.94496364887,1896511.71263244
996,53033007000,6,6052.92756043326,1773410.86085956
997,53033006900,4,7075.74623634902,1987158.36238716
998,53033006800,7,5098.73473373594,1580569.74848587
999,53033006700,3,8174.82831006103,3038332.36624348
1000,53033006600,6,9497.42188216846,4270355.09845065
1001,53033006500,7,8105.94305789295,2525449.64318231
1002,53033023801,7,14334.5159537191,8182846.26664043
1003,53033024000,6,18824.5781332924,10800946.5761828
1004,53033024701,8,13635.3500540114,6012018.02216197
1005,53033024901,5,13807.8663648509,6988194.17551482
1006,53033024702,9,19123.6609343233,15765778.6179665
1007,53033021700,7,18798.3351817093,12532015.9232814
1008,53033022001,6,14786.402065212,9713012.2390453
1009,53033029503,10,13440.8925834281,5149524.35749206
1010,53033029502,8,13242.4330184477,9471978.89735037
1011,53033029408,10,8797.55605138978,2700496.988692
1012,53033029407,10,8235.53709380614,2967227.84875605
1013,53033029406,8,9911.85576459695,5909941.87927044
1014,53033029405,9,9488.88358044725,5438279.9951259
1015,53033006400,7,5959.94831773642,1988394.6512192
1016,53033006300,1,16686.7159056278,12759675.0002318
1017,53033006200,1,15248.0292436923,6640269.3069765
1018,53033006100,6,10363.9415629631,4151853.61604178
1019,53033006000,5,8950.45683819242,3301466.28457509
1020,53033005801,4,9944.25287712769,4584604.11798302
1021,53033005700,3,22727.4018038992,16309638.2455888
1022,53033026002,10,16957.6449554273,6059859.04874007
1023,53033025804,10,12823.9560040094,5155223.53011632
1024,53033031909,5,12255.0681820392,4185734.71001574
1025,53033031908,8,9716.10703209596,3992789.8406796
1026,53033022102,5,16676.4214190939,10268008.89204
1027,53033022500,2,17558.3477284358,8738259.28190151
1028,53033029403,10,9382.31418374641,5254158.81873884
1029,53033029307,8,11862.6052437433,8450697.9185494
1030,53033029306,9,9454.29611917235,5579896.88864599
1031,53033028902,10,10867.7489926494,4498410.47732923
1032,53033028901,9,12569.0892668627,5914932.76091865
1033,53033028802,10,12947.3849704992,6182477.77114418
1034,53033028801,9,14816.704749356,11360193.3774346
1035,53033005600,3,15679.6948194667,10171069.337889
1036,53033005400,5,9441.06256767719,4065956.00659661
1037,53033005302,7,11208.7721696495,7173367.82907439
1038,53033005301,9,5126.7022999912,1197380.51805966
1039,53033005200,9,6958.13170721047,2313783.90020083
1040,53033005100,3,6094.22558640078,1942336.10467085
1041,53033005000,2,5230.56538073194,1668597.65132241
1042,53033004900,7,7485.42798099748,2447610.21091448
1043,53033004800,4,8578.41808771902,2996452.78950872
1044,53033004700,4,9449.97395207949,5076926.89692763
1045,53033022603,7,11904.080722454,6418039.02986067
1046,53033022604,4,10981.1325700535,6514298.15456926
1047,53033024300,5,25072.2289914445,29740186.4670541
1048,53033024400,3,11242.294816876,5026816.27136722
1049,53033024500,5,19725.1909757267,13199720.6547742
1050,53033028700,7,10480.7332275639,5840727.26009399
1051,53033028600,6,24661.862914981,18247900.0766761
1052,53033028500,9,15408.2880466821,7669492.20749893
1053,53033028403,9,8694.38616603213,4629835.17212766
1054,53033028402,10,20225.8494453825,18193296.1867545
1055,53033028300,10,28335.5265003573,18257785.6941411
1056,53033004600,5,11547.4579825517,5699192.76725552
1057,53033004500,3,4985.35367673941,1478717.43897171
1058,53033004400,6,6028.23759426369,2181652.43027179
1059,53033004200,2,10825.4659757774,5430405.49780837
1060,53033004100,2,19379.7633323281,19656198.8637045
1061,53033004000,3,18958.5910974562,14305292.3990507
1062,53033003900,1,5972.72796103948,2146922.62582866
1063,53033003800,2,4703.65262133499,1377049.04825795
1064,53033025701,9,14078.5697577269,8269702.21108779
1065,53033022802,8,10197.6804584651,5855251.43023456
1066,53033032309,6,20093.6626933163,13592672.8734597
1067,53033032325,7,12085.8755816639,4880104.17137346
1068,53033028200,10,10669.0751358543,5879061.46857099
1069,53033028100,9,8521.12288169766,3560111.64334722
1070,53033028000,10,9114.23707187422,4580187.36915613
1071,53033027900,8,12174.4444047352,7678996.51284951
1072,53033027800,2,14503.0519811966,8026610.8313711
1073,53033027702,2,60089.8849882243,163296972.211572
1074,53033005900,5,9877.9307502889,4360194.1320291
1075,53033005802,7,18351.3380439448,9350082.22289489
1076,53033003600,7,8027.67911190996,2637564.58604672
1077,53033003500,5,7530.53495338511,2831730.75258004
1078,53033003400,6,5717.32984279187,1735054.78908994
1079,53033003300,4,7296.10188135556,2857691.54721542
1080,53033003200,2,13183.789509179,7692522.98437787
1081,53033003100,2,12438.763362158,5950724.36596387
1082,53033025400,10,9650.85310294209,5037109.41323888
1083,53033025500,9,8080.67385794119,3338040.00107119
1084,53033025702,8,14809.968898266,6238450.39054584
1085,53033032316,4,24153.9004596598,19546006.256667
1086,53033032318,2,21283.9549558775,16186325.0771863
1087,53033031202,5,68950.8953569996,146276847.332699
1088,53033031204,7,45420.3903935728,81467342.5756817
1089,53033031302,3,25062.6694641248,23759725.0347736
1090,53033032601,1,72825.0129699325,137141323.768168
1091,53033027600,8,17458.9756305927,9088442.90922843
1092,53033029305,8,10324.3007531616,6330534.53577365
1093,53033029304,10,12169.8954226476,9093622.41022517
1094,53033029303,9,11958.2575289752,7884898.57900446
1095,53033029204,10,14123.0844745531,9240202.9607477
1096,53033003000,4,7270.24994073071,3292838.48003089
1097,53033002900,3,6051.95620195698,2174728.43725096
1098,53033002800,4,5971.13204877648,2168517.75698412
1099,53033002700,4,10921.774668817,3514739.06023393
1100,53033002600,6,7216.59434342735,2744780.22067293
1101,53033002500,4,7446.51839061191,2170500.34868883
1102,53033002400,3,6267.15619359236,2156992.78304915
1103,53033002200,5,21130.4799841712,9389897.6202601
1104,53033002100,5,7307.03442951599,3012223.87372687
1105,53033002000,7,7024.22943894116,2497151.4509776
1106,53033031400,7,17143.2356088312,13814505.3359662
1107,53033032007,7,31774.927144658,25379383.0433451
1108,53033025101,7,11382.470083113,6430154.23916357
1109,53033025200,9,19773.4443266334,9954526.08336823
1110,53033022003,6,9323.14116246374,5120550.00782452
1111,53033022201,4,10366.5466263355,5058558.38257338
1112,53033029203,10,12817.3700304115,4382688.48547058
1113,53033029004,10,14038.1307327201,3978911.61713093
1114,53033029003,10,14915.0396421254,5612993.53184962
1115,53033029001,7,12213.4444101262,7822546.47549357
1116,53033027500,9,9295.38176567869,4878588.29358154
1117,53033027400,10,11276.2651303223,7276997.52452983
1118,53033001900,8,9563.87048576179,3669308.32706746
1119,53033001800,6,6381.5794565527,2080096.54157424
1120,53033001600,3,11991.2124819389,5513323.43914617
1121,53033001500,1,8149.48763630454,3461375.97860304
1122,53033001400,3,15842.8664827829,5183580.31496557
1123,53033001300,9,6807.00865544963,2612586.90809296
1124,53033001200,9,9438.79642983111,4047742.2047599
1125,53033001100,7,6484.94693200803,2340295.47531021
1126,53033001000,5,6026.38305166081,2106430.9430731
1127,53033000900,4,12839.7567759438,7785905.37416675
1128,53033022202,7,13196.613980621,5771806.46529273
1129,53033032323,4,12069.3216372741,7262713.69911543
1130,53033021600,3,12186.5378109582,6634370.89751272
1131,53033021903,8,14051.7535104258,6942828.173201
1132,53023970300,3,356211.316851405,3914723807.40715
1133,53071920000,9,384326.86212718,3586987368.75227
1134,53071920100,2,346844.75204794,3064463995.8623
1135,53071920200,5,109744.060502859,146684057.784039
1136,53071920300,4,15558.5238758163,11480348.5932752
1137,53071920400,4,9374.63386014802,4813186.90062529
1138,53071920500,8,20107.2713157863,7844270.77031201
1139,53071920600,8,17213.6921758498,13925182.4228659
1140,53071920900,2,63720.3047575423,170868978.554623
1141,53071920702,4,16805.2599772907,7371409.31861322
1142,53071920801,2,14192.7552189233,7782619.99586104
1143,53071920701,5,9789.93587001311,3848496.79441794
1144,53071920802,8,9025.95855187607,2709824.74567117
1145,53001950200,6,434860.215075361,5639228437.31596
1146,53001950300,7,202515.549287984,1553576603.70504
1147,53001950400,4,11290.8404116654,7253409.39330809
1148,53001950500,7,23037.4803381085,26431068.7826391
1149,53001950100,4,318758.609206258,3508330957.63123
1150,53029971400,1,39037.939997098,78650797.2876209
1151,53029971500,1,54729.1085478781,91182734.0216942
1152,53029971600,1,43505.1050365996,56768853.6315949
1153,53061041304,6,24674.5792746456,25098046.8995736
1154,53061041704,6,17274.9448019811,8982056.8108726
1155,53061051927,3,17293.1825835645,10224051.4437963
1156,53061041703,8,14159.856489386,8737987.50425643
1157,53053063300,10,11386.4545664413,7302846.77583748
1158,53029971700,1,66178.1683682616,103712338.315547
1159,53029971000,1,63524.9871079865,111241289.384244
1160,53029971100,1,62831.4378282825,144614818.479725
1161,53029971300,1,72284.0837334539,184603527.832242
1162,53029970100,1,42160.5798531326,78455929.1486984
1163,53029970200,2,46746.6546058626,49195834.4141885
1164,53029970300,2,68270.6335911464,138838214.066105
1165,53029970400,2,34133.3918997463,33159502.6273784
1166,53029970500,1,43339.863733319,65811174.7049716
1167,53029970700,2,12858.2770593945,5662259.77280682
1168,53029970800,1,10581.9366450291,3538238.5649224
1169,53061041606,7,9411.07457681034,5713609.46894825
1170,53061040900,6,15716.0624219398,9749089.2286943
1171,53061041608,4,15927.131945378,8375585.18948663
1172,53061041601,7,13138.9975209033,10412975.0649309
1173,53061041806,10,11674.3220769535,6433930.96760518
1174,53061041905,7,10124.602903606,4951641.5536584
1175,53029970900,2,43836.2421759736,40267957.9260618
1176,53029971800,1,43441.34259656,77704389.838095
1177,53029971900,1,60313.0380490205,146390346.464979
1178,53029972000,1,71644.1750152744,135960434.065204
1179,53029972100,1,56549.336411109,111210730.645047
1180,53029970601,1,8812.43445557819,3675333.09491063
1181,53029970602,3,8696.67714805231,4464349.06430847
1182,53029992201,1,639021.51425184,1344568847.77897
1183,53027000800,2,70080.497021694,194587217.731752
1184,53027000900,8,48309.3518470884,58241459.9397781
1185,53027001000,8,20239.5709002914,14690561.3177015
1186,53027001100,2,17724.6088176813,12636854.7965964
1187,53027001300,5,71517.042127903,100702315.791419
1188,53027001400,2,56627.8204518157,64470583.5442102
1189,53027001500,2,76502.5435353778,179134902.947607
1190,53027001200,7,17191.7668279079,10531084.438359
1191,53027000500,4,96734.0113438375,294436906.781344
1192,53027000300,2,440724.581491345,3195363596.07635
1193,53027000600,3,71412.2865653654,214497999.15455
1194,53027000700,5,266906.891090276,2108251328.82221
1195,53027000200,2,177540.23614595,902189326.61874
1196,53027001600,2,136389.373037913,803258515.919194
1197,53027000400,2,273626.002202138,1426268002.04616
1198,53027940000,1,213087.365675491,1801898313.90129
1199,53061041904,10,9112.32126435631,3181191.9363681
1200,53061041701,7,14168.6647229077,7361835.22267595
1201,53055960500,1,114178.969627321,556301650.764029
1202,53055960100,1,181548.102662992,606912383.192163
1203,53055990100,1,588887.597542953,1884563707.17165
1204,53055960400,1,40381.1380439764,60838641.3932524
1205,53055960300,1,156982.921702622,561195814.638821
1206,53059950200,4,153668.964060214,716016293.835823
1207,53059950100,1,467160.879290678,7480490233.24089
1208,53059950300,3,81624.070297368,168593971.687327
1209,53059950400,3,133664.209151466,484935308.391669
1210,53059950500,1,104605.160115406,193027168.686681
1211,53061041811,6,12627.7139895663,7487194.71928773
1212,53061052706,7,18142.7999684705,11128845.9382106
1213,53061052707,5,19052.8391392337,11811470.7916313
1214,53061051804,6,11364.9960430973,5228291.63419835
1215,53061051803,9,8023.98760117361,3546834.81615858
1216,53061041812,7,12093.1902579692,4152405.61736305
1217,53061053602,1,218626.780137141,1209996631.37433
1218,53061040700,9,15869.0095793242,6534232.2494495
1219,53061041903,8,12717.8915695163,7588113.56989726
1220,53061052206,1,51775.448760066,116164899.132184
1221,53061041301,2,18705.0573149123,13978891.8887763
1222,53061053505,2,74248.4848236702,112891428.955864
1223,53061053700,5,374834.577750809,3807678587.72439
1224,53061042001,3,15296.1677589747,13232251.8134648
1225,53061042003,3,12056.047248703,7407572.46006315
1226,53061050200,3,20288.9809677062,12871791.7843762
1227,53061050500,1,14367.8387919888,8903338.84040119
1228,53061050600,1,13634.6478062561,9314467.75264058
1229,53061050700,3,11890.926259887,6850775.01599467
1230,53061051000,5,14102.178238477,8016588.97687226
1231,53061041400,8,16663.2645930779,7329071.70569359
1232,53061041607,2,11700.9024615649,6482056.67095915
1233,53061041000,8,12704.0566005884,6845983.03806571
1234,53061051913,6,15568.850222655,8772960.90305857
1235,53061051100,7,9469.57497757769,4552427.94176576
1236,53061051300,4,14328.1432573923,6504783.59910103
1237,53061051400,8,16055.5816828407,8935703.27084505
1238,53061051500,6,13720.8528466775,7281593.92745154
1239,53061051701,9,11880.2180625698,5524557.05840526
1240,53061051601,5,11601.400786072,5435519.25159557
1241,53061052603,4,25984.1791760998,18372425.0182598
1242,53061052203,3,34379.6462040118,36062901.621013
1243,53061051905,5,16271.0243544256,11710191.2039408
1244,53061051916,2,15463.1373343068,6175051.47051918
1245,53061052007,2,10562.7052695491,4867679.81839076
1246,53061051917,1,10669.5575375696,6540913.93983784
1247,53061052005,4,13594.0943831551,7965064.7010915
1248,53061050300,1,16107.6643040061,10219429.8575686
1249,53061050401,3,12987.6958701494,7391599.00237914
1250,53061050402,6,11882.543603985,6308149.82597833
1251,53061050800,4,12132.02930188,7077417.79844125
1252,53061051914,5,11121.6889040912,7661327.49791387
1253,53061052604,5,18436.2039610104,12962194.3653628
1254,53061052607,1,28001.6035005114,22640390.5878582
1255,53061052903,8,13401.3068065056,7534160.59897524
1256,53061053302,3,86078.8439685022,201755252.657307
1257,53061053301,1,44235.7874292589,63162358.3081603
1258,53061053201,1,66827.3652916832,119231191.237714
1259,53061050900,6,11222.5708262916,3598743.51422624
1260,53061042004,8,10586.111770149,5632285.434913
1261,53061051702,8,10370.6447172817,4805465.9825778
1262,53061051915,6,15671.2169550939,9180462.10955691
1263,53061051802,6,16997.0505853884,11098998.8336413
1264,53061052004,5,14182.2477190167,7386188.73053992
1265,53061051200,6,9307.21672447395,4651171.26901315
1266,53061042005,5,20656.9386050682,15988811.4398956
1267,53061052006,5,10003.0955064263,4289774.51875317
1268,53061040200,10,12529.7576074719,6680974.27248148
1269,53061040100,8,19604.6225229801,19894778.5801642
1270,53061040300,8,6800.65302145404,2341318.07015616
1271,53061040800,10,13439.6473262436,6613164.74537387
1272,53061040400,8,13776.2299476454,5417243.79589196
1273,53061041202,9,12079.2861728553,5978017.53674266
1274,53061041201,8,8103.80017646602,3309155.73219749
1275,53061041100,9,12174.0460787726,6071406.40701365
1276,53061041500,8,19415.5756605891,12608328.69581
1277,53061041805,8,12678.4304526697,7409141.6428515
1278,53061051602,7,9771.86920521733,4549503.36889672
1279,53061042006,6,9921.20526355095,5937920.00311471
1280,53061052606,2,30238.4018128032,31597436.906121
1281,53061052605,3,16858.2921394547,10996599.0590765
1282,53061051912,5,24979.8698965309,30202851.680469
1283,53061052401,3,15301.9463384269,9233739.5246877
1284,53061052107,7,24034.8415749981,27633039.3929119
1285,53061052108,2,37431.877419285,51888450.0847165
1286,53061052904,8,16914.0503446377,7948867.4016839
1287,53025010100,2,320310.423057799,3278087239.63282
1288,53025010300,4,109891.634586461,339276058.702619
1289,53025010400,5,80941.1695922915,179322388.705265
1290,53025011200,3,195272.131052032,1249353473.39661
1291,53025010700,6,291253.511316836,1995025630.54784
1292,53025010200,5,271429.919856897,2400516953.02751
1293,53025010800,9,42715.201020242,82928334.4887776
1294,53025011000,7,92508.6698665304,217920117.634826
1295,53025011100,7,32049.1713626732,30072088.6762194
1296,53025010500,4,268541.33054024,1565311615.81304
1297,53025010600,4,17852.0515637124,18270435.4607659
1298,53025011300,5,124640.100209862,623260564.194213
1299,53025010902,8,30547.0285313918,48374168.1513389
1300,53025010901,7,21295.4730772367,24487302.7570803
1301,53025011402,4,290038.574266841,3015404210.8406
1302,53025011401,2,152444.05850496,589138461.359832
1303,53061041605,8,9659.29998578755,5495690.21513691
1304,53061052207,2,65844.0992404516,149499358.722534
1305,53061052204,3,23104.9729829672,21749867.2061404
1306,53061053802,2,36968.677590955,50011254.6570456
1307,53061041901,9,21583.4912595103,19671499.4459145
1308,53061052104,7,85783.2146821385,112204014.365125
1309,53061052105,1,57773.8693168577,121306827.068782
1310,53061052301,3,43115.2341358302,89144519.3621282
1311,53061052302,3,38961.3180287504,76097387.4706637
1312,53061052504,4,19286.6467747956,17572340.8866278
1313,53061052503,2,15068.8857886617,11144016.1664503
1314,53061052705,4,29640.8786930991,35985295.0376644
1315,53061052502,3,28962.4982663635,32125698.5436592
1316,53061053102,4,35882.6558658038,56569827.9417243
1317,53061053101,4,38200.7068910284,61583016.1800056
1318,53061053202,1,32982.6261188896,59798360.8156562
1319,53061053400,3,100260.614537065,293361444.839966
1320,53061053504,4,29694.1654153731,26909614.5945459
1321,53061052701,2,31640.8158052945,45864993.9062118
1322,53061052806,4,10718.5929719623,7093082.98794832
1323,53061052803,5,24949.2868886659,31764712.2881675
1324,53061052804,5,17799.1313475632,15663694.1448036
1325,53061940001,7,55623.5504703448,130169776.170711
1326,53061940002,5,46522.1207515829,98215341.7425141
1327,53061053506,1,158911.169895644,583989770.199772
1328,53061053801,4,349443.237633045,2539214545.32943
1329,53061053803,2,130173.120123086,615053885.042588
1330,53061050102,5,8601.12950850277,4008801.272826
1331,53061050101,2,12181.1942594812,6131633.43292481
1332,53061051918,6,13198.9340656892,9959624.50299265
1333,53061052112,2,29923.9208768464,32702735.1166404
1334,53061052113,1,37405.1654602914,49607010.7155873
1335,53061052402,2,11587.7193900219,5493762.16250304
1336,53061052805,7,17002.1729906877,10050460.6624313
1337,53061041808,8,8637.77307907401,3762041.61194874
1338,53063002100,9,8178.62234113767,2696601.51064321
1339,53063002300,9,13703.9448661205,6046703.74813166
1340,53063002400,10,10531.4403423088,4772352.86704287
1341,53063002500,10,12159.8183996946,7207962.32146413
1342,53063002600,10,9287.31063897805,4582949.35488622
1343,53063002900,9,7900.14515084885,3535605.83265645
1344,53063003000,10,8551.52928816439,3143462.04673989
1345,53063003100,10,11056.9607150367,4987317.09884329
1346,53063003200,10,7820.21993562176,2734652.40550393
1347,53063003500,10,8877.95936681551,3824677.23038788
1348,53063003600,9,23366.8278386483,10525112.097678
1349,53063004000,10,7883.75805042965,3417121.52455155
1350,53063004100,4,7478.55350384242,2450926.73812432
1351,53063004200,3,11348.574588916,5835306.7125649
1352,53063004300,5,9631.53138213647,5071625.97524212
1353,53063004400,7,9254.07425548672,4483643.11325116
1354,53063004500,6,10645.9527863942,5776007.74397943
1355,53063004601,9,12150.6143103622,5470509.20602079
1356,53063004700,6,13234.5225813909,7101107.76536411
1357,53069950100,5,183879.11058057,1557358359.25652
1358,53063011000,7,10461.0726703205,4339708.55514705
1359,53063011102,8,9914.17835589976,5274134.32238592
1360,53063012901,10,10232.6829389181,6091103.05198447
1361,53063012902,6,14444.7409014488,11584637.0307948
1362,53063014200,5,177496.637633871,1429512451.40903
1363,53063013300,7,136888.14272712,447439081.751478
1364,53063010304,4,110084.64979552,421125161.114334
1365,53063010305,4,76451.8582775052,142125032.338684
1366,53063011702,10,22971.8361155488,16326274.244727
1367,53063010401,6,32624.6829413975,62037732.8332304
1368,53063010402,5,159886.316276046,1005059016.56534
1369,53063011701,9,14800.7693960043,5860937.81967511
1370,53063014400,10,18534.8757891307,14003626.9667069
1371,53063014500,10,23302.5599696607,17652381.6661953
1372,53063010503,2,77406.1760681917,165102234.094701
1373,53063004602,8,7625.88122990969,3616998.03375651
1374,53063010202,4,108693.631732671,407895704.403857
1375,53063010301,3,34007.5092659512,48273356.4004604
1376,53063010504,3,20513.4244269533,20759818.9324229
1377,53063010303,3,82389.7408384382,237814375.793328
1378,53063004800,3,10278.6759478839,5917701.12752974
1379,53063013201,9,38362.1570933363,61229098.97353
1380,53063013202,4,58651.6156347184,132921448.622099
1381,53063013500,3,127525.126081675,330705449.681515
1382,53063003900,8,29264.9753144859,19862129.096126
1383,53063013800,2,34178.939579685,37203673.1396099
1384,53063013900,3,68412.8647015339,98958406.927532
1385,53063014002,4,59569.2527017247,57321466.3642403
1386,53063014100,6,210292.406942286,619186915.208636
1387,53063014001,4,11609.573800619,6132897.95456968
1388,53063010100,6,175188.643781032,887524068.208537
1389,53063014300,6,186997.382456465,1877465913.56375
1390,53063004900,6,17676.4504844026,8736901.42803641
1391,53063000900,6,13164.1008971193,9471968.33553711
1392,53063001000,3,18093.1306594215,8814522.39526435
1393,53063003800,9,12804.3534243734,7301529.99209411
1394,53063010602,6,21474.8115384022,18174674.8553872
1395,53063011101,9,8317.10328043478,4217049.1076919
1396,53063010700,5,28251.5868093643,26879696.6686287
1397,53063011201,10,29779.8136773656,33070404.5849332
1398,53063011202,4,54819.1707730303,73363020.3092024
1399,53063011300,8,37092.3517656562,41802759.9060883
1400,53063011400,10,41592.4314004033,52642648.5837939
1401,53063011500,10,7708.72942655806,2469141.91261532
1402,53063012200,10,21734.8606041628,23125667.0955615
1403,53063012300,10,18596.0960565457,13483748.6931102
1404,53063012402,4,40030.3160212499,69263724.0665906
1405,53063012401,5,28350.8295114213,33783553.8725957
1406,53063013000,9,23007.2984232313,23962210.5119281
1407,53063013100,9,49960.7296716611,53612373.2097308
1408,53063013401,6,33168.874015907,44175865.1932183
1409,53063010201,1,115276.037239803,464797527.127174
1410,53063005000,5,28492.3801418777,23428179.5228307
1411,53063013600,5,45402.4898239752,70130202.418555
1412,53063013700,7,74034.0839486858,157564059.718133
1413,53063010800,9,6683.55357974854,2740180.06002746
1414,53063010900,6,24287.8713946508,10845021.8080459
1415,53063012000,9,10503.8867471995,6988365.26045797
1416,53063012100,9,9460.84804085627,5588812.96280649
1417,53063012500,9,8582.10539465848,4472983.38342722
1418,53063012802,5,9899.08583838571,4916338.71887083
1419,53063010501,4,27773.4787360202,20585682.598066
1420,53063011600,8,10243.5834809281,4197084.25071813
1421,53063011800,9,10443.7385358902,6281096.63517469
1422,53063011900,10,10592.1522136036,6788374.38143664
1423,53063012600,8,9638.78069145205,5781691.63940069
1424,53063012701,9,9635.36541728711,5847497.36674392
1425,53013960200,2,351348.6894917,4737984236.34219
1426,53047970800,5,209342.527839114,1232082346.43923
1427,53047970500,4,317388.028533379,2373039410.71247
1428,53047970900,2,554847.066484738,8780266583.12424
1429,53047971000,3,428548.422340261,3559398301.83735
1430,53047970700,6,100618.942740984,199503575.573745
1431,53047970600,4,48159.3076274494,93022813.1515927
1432,53047970300,2,538915.060731851,7643181347.6494
1433,53047970400,3,227173.037441421,1352938730.48628
1434,53047940100,2,267360.437824145,2121864017.30103
1435,53047940200,6,324766.380094432,4032527579.13095
1436,53063012702,5,8454.12202702072,3163771.50200654
1437,53063012801,8,10165.712054132,5517020.04831393
1438,53063000200,10,8530.91915348177,4152110.14273006
1439,53063000300,9,8415.61507046565,4349516.19862995
1440,53063000400,9,8321.44785527443,4240383.63665026
1441,53063000500,6,8010.23697179121,3851728.53199417
1442,53063000600,8,7242.16721050094,2869052.07109848
