"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"8447",2018-11-20,33,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8448",2018-11-21,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8449",2018-11-22,33,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8450",2018-11-23,31,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8451",2018-11-24,22,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8452",2018-11-25,26,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8453",2018-11-26,21,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8454",2018-11-27,27,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8455",2018-11-28,30,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8456",2018-11-29,27,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8457",2018-11-30,30,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8458",2018-12-01,25,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8459",2018-12-02,19,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8460",2018-12-03,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8461",2018-12-07,25,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8462",2018-12-08,25,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8463",2018-12-09,30,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8464",2018-12-10,34,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8465",2018-12-11,31,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8466",2018-12-12,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8467",2018-12-13,20,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8468",2018-12-14,22,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8469",2018-12-15,18,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8470",2018-12-16,28,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8471",2018-12-17,35,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8472",2018-12-18,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8473",2018-12-19,25,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8474",2018-12-20,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8475",2018-12-21,31,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8476",2018-12-22,25,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8477",2018-12-23,28,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8478",2018-12-24,31,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8479",2018-12-25,32,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8480",2018-12-26,34,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8481",2018-12-27,22,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8482",2018-12-28,13,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8483",2018-12-29,24,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8484",2018-12-30,29,"Rockwell","Ozone","Rowan",35.551868,-80.395039
"8485",2018-03-01,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8486",2018-03-02,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8487",2018-03-03,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8488",2018-03-04,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8489",2018-03-05,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8490",2018-03-06,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8491",2018-03-07,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8492",2018-03-08,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8493",2018-03-09,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8494",2018-03-10,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8495",2018-03-11,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8496",2018-03-12,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8497",2018-03-13,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8498",2018-03-14,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8499",2018-03-15,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8500",2018-03-16,64,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8501",2018-03-17,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8502",2018-03-18,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8503",2018-03-19,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8504",2018-03-20,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8505",2018-03-21,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8506",2018-03-22,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8507",2018-03-23,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8508",2018-03-24,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8509",2018-03-25,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8510",2018-03-26,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8511",2018-03-27,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8512",2018-03-28,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8513",2018-03-29,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8514",2018-03-30,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8515",2018-03-31,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8516",2018-04-01,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8517",2018-04-02,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8518",2018-04-03,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8519",2018-04-04,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8520",2018-04-05,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8521",2018-04-06,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8522",2018-04-07,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8523",2018-04-08,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8524",2018-04-09,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8525",2018-04-10,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8526",2018-04-11,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8527",2018-04-12,54,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8528",2018-04-13,64,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8529",2018-04-14,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8530",2018-04-15,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8531",2018-04-16,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8532",2018-04-17,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8533",2018-04-18,54,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8534",2018-04-19,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8535",2018-04-20,50,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8536",2018-04-21,67,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8537",2018-04-22,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8538",2018-04-23,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8539",2018-04-24,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8540",2018-04-25,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8541",2018-04-26,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8542",2018-04-27,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8543",2018-04-28,64,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8544",2018-04-29,49,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8545",2018-04-30,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8546",2018-05-01,71,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8547",2018-05-02,50,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8548",2018-05-03,49,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8549",2018-05-04,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8550",2018-05-05,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8551",2018-05-06,51,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8552",2018-05-08,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8553",2018-05-09,47,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8554",2018-05-10,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8555",2018-05-11,49,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8556",2018-05-12,48,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8557",2018-05-13,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8558",2018-05-14,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8559",2018-05-15,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8560",2018-05-16,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8561",2018-05-17,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8562",2018-05-18,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8563",2018-05-19,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8564",2018-05-20,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8565",2018-05-21,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8566",2018-05-22,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8567",2018-05-23,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8568",2018-05-24,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8569",2018-05-25,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8570",2018-05-26,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8571",2018-05-27,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8572",2018-05-28,13,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8573",2018-05-29,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8574",2018-05-30,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8575",2018-05-31,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8576",2018-06-01,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8577",2018-06-02,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8578",2018-06-03,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8579",2018-06-04,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8580",2018-06-05,46,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8581",2018-06-06,58,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8582",2018-06-07,61,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8583",2018-06-08,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8584",2018-06-09,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8585",2018-06-10,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8586",2018-06-11,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8587",2018-06-12,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8588",2018-06-13,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8589",2018-06-14,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8590",2018-06-15,45,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8591",2018-06-16,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8592",2018-06-17,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8593",2018-06-18,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8594",2018-06-19,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8595",2018-06-20,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8596",2018-06-21,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8597",2018-06-22,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8598",2018-06-23,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8599",2018-06-24,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8600",2018-06-25,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8601",2018-06-26,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8602",2018-06-27,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8603",2018-06-28,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8604",2018-06-29,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8605",2018-06-30,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8606",2018-07-01,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8607",2018-07-02,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8608",2018-07-03,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8609",2018-07-04,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8610",2018-07-05,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8611",2018-07-06,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8612",2018-07-07,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8613",2018-07-08,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8614",2018-07-09,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8615",2018-07-10,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8616",2018-07-11,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8617",2018-07-12,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8618",2018-07-13,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8619",2018-07-14,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8620",2018-07-15,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8621",2018-07-16,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8622",2018-07-17,5,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8623",2018-07-18,43,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8624",2018-07-19,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8625",2018-07-20,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8626",2018-07-21,44,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8627",2018-07-22,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8628",2018-07-23,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8629",2018-07-24,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8630",2018-07-25,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8631",2018-07-26,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8632",2018-07-27,42,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8633",2018-07-28,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8634",2018-07-29,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8635",2018-07-30,41,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8636",2018-07-31,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8637",2018-08-01,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8638",2018-08-02,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8639",2018-08-03,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8640",2018-08-04,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8641",2018-08-05,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8642",2018-08-06,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8643",2018-08-07,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8644",2018-08-08,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8645",2018-08-09,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8646",2018-08-10,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8647",2018-08-11,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8648",2018-08-12,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8649",2018-08-13,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8650",2018-08-14,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8651",2018-08-15,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8652",2018-08-16,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8653",2018-08-17,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8654",2018-08-18,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8655",2018-08-19,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8656",2018-08-20,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8657",2018-08-21,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8658",2018-08-22,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8659",2018-08-23,40,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8660",2018-08-24,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8661",2018-08-25,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8662",2018-08-26,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8663",2018-08-27,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8664",2018-08-28,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8665",2018-08-29,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8666",2018-08-30,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8667",2018-08-31,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8668",2018-09-01,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8669",2018-09-02,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8670",2018-09-03,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8671",2018-09-04,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8672",2018-09-05,25,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8673",2018-09-06,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8674",2018-09-07,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8675",2018-09-08,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8676",2018-09-09,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8677",2018-09-10,17,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8678",2018-09-11,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8679",2018-09-12,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8680",2018-09-13,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8681",2018-09-14,23,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8682",2018-09-15,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8683",2018-09-16,12,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8684",2018-09-17,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8685",2018-09-18,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8686",2018-09-19,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8687",2018-09-20,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8688",2018-09-21,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8689",2018-09-22,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8690",2018-09-23,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8691",2018-09-24,24,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8692",2018-09-25,22,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8693",2018-09-26,16,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8694",2018-09-27,13,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8695",2018-09-28,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8696",2018-09-29,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8697",2018-09-30,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8698",2018-10-01,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8699",2018-10-02,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8700",2018-10-03,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8701",2018-10-04,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8702",2018-10-05,27,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8703",2018-10-06,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8704",2018-10-07,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8705",2018-10-08,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8706",2018-10-09,37,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8707",2018-10-10,19,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8708",2018-10-11,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8709",2018-10-12,34,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8710",2018-10-13,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8711",2018-10-14,29,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8712",2018-10-15,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8713",2018-10-16,21,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8714",2018-10-17,30,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8715",2018-10-18,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8716",2018-10-19,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8717",2018-10-20,36,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8718",2018-10-21,32,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8719",2018-10-22,26,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8720",2018-10-23,33,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8721",2018-10-24,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8722",2018-10-25,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8723",2018-10-26,28,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8724",2018-10-27,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8725",2018-10-28,39,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8726",2018-10-29,38,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8727",2018-10-30,31,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8728",2018-10-31,35,"Bryson City","Ozone","Swain",35.434767,-83.442133
"8729",2018-03-01,34,"","Ozone","Swain",35.498711,-83.310242
"8730",2018-03-02,43,"","Ozone","Swain",35.498711,-83.310242
"8731",2018-03-03,42,"","Ozone","Swain",35.498711,-83.310242
"8732",2018-03-04,40,"","Ozone","Swain",35.498711,-83.310242
"8733",2018-03-05,42,"","Ozone","Swain",35.498711,-83.310242
"8734",2018-03-06,35,"","Ozone","Swain",35.498711,-83.310242
"8735",2018-03-07,37,"","Ozone","Swain",35.498711,-83.310242
"8736",2018-03-08,39,"","Ozone","Swain",35.498711,-83.310242
"8737",2018-03-09,43,"","Ozone","Swain",35.498711,-83.310242
"8738",2018-03-10,32,"","Ozone","Swain",35.498711,-83.310242
"8739",2018-03-11,33,"","Ozone","Swain",35.498711,-83.310242
"8740",2018-03-12,43,"","Ozone","Swain",35.498711,-83.310242
"8741",2018-03-13,42,"","Ozone","Swain",35.498711,-83.310242
"8742",2018-03-14,42,"","Ozone","Swain",35.498711,-83.310242
"8743",2018-03-15,51,"","Ozone","Swain",35.498711,-83.310242
"8744",2018-03-16,61,"","Ozone","Swain",35.498711,-83.310242
"8745",2018-03-17,44,"","Ozone","Swain",35.498711,-83.310242
"8746",2018-03-18,42,"","Ozone","Swain",35.498711,-83.310242
"8747",2018-03-19,38,"","Ozone","Swain",35.498711,-83.310242
"8748",2018-03-20,39,"","Ozone","Swain",35.498711,-83.310242
"8749",2018-03-21,36,"","Ozone","Swain",35.498711,-83.310242
"8750",2018-03-22,43,"","Ozone","Swain",35.498711,-83.310242
"8751",2018-03-23,44,"","Ozone","Swain",35.498711,-83.310242
"8752",2018-03-24,32,"","Ozone","Swain",35.498711,-83.310242
"8753",2018-03-25,42,"","Ozone","Swain",35.498711,-83.310242
"8754",2018-03-26,44,"","Ozone","Swain",35.498711,-83.310242
"8755",2018-03-27,34,"","Ozone","Swain",35.498711,-83.310242
"8756",2018-03-28,38,"","Ozone","Swain",35.498711,-83.310242
"8757",2018-03-29,45,"","Ozone","Swain",35.498711,-83.310242
"8758",2018-03-30,39,"","Ozone","Swain",35.498711,-83.310242
"8759",2018-03-31,44,"","Ozone","Swain",35.498711,-83.310242
"8760",2018-04-01,45,"","Ozone","Swain",35.498711,-83.310242
"8761",2018-04-02,45,"","Ozone","Swain",35.498711,-83.310242
"8762",2018-04-03,42,"","Ozone","Swain",35.498711,-83.310242
"8763",2018-04-04,42,"","Ozone","Swain",35.498711,-83.310242
"8764",2018-04-05,46,"","Ozone","Swain",35.498711,-83.310242
"8765",2018-04-06,39,"","Ozone","Swain",35.498711,-83.310242
"8766",2018-04-07,36,"","Ozone","Swain",35.498711,-83.310242
"8767",2018-04-08,42,"","Ozone","Swain",35.498711,-83.310242
"8768",2018-04-09,34,"","Ozone","Swain",35.498711,-83.310242
"8769",2018-04-10,43,"","Ozone","Swain",35.498711,-83.310242
"8770",2018-04-11,40,"","Ozone","Swain",35.498711,-83.310242
"8771",2018-04-12,67,"","Ozone","Swain",35.498711,-83.310242
"8772",2018-04-13,71,"","Ozone","Swain",35.498711,-83.310242
"8773",2018-04-14,44,"","Ozone","Swain",35.498711,-83.310242
"8774",2018-04-15,35,"","Ozone","Swain",35.498711,-83.310242
"8775",2018-04-16,38,"","Ozone","Swain",35.498711,-83.310242
"8776",2018-04-17,51,"","Ozone","Swain",35.498711,-83.310242
"8777",2018-04-18,61,"","Ozone","Swain",35.498711,-83.310242
"8778",2018-04-19,42,"","Ozone","Swain",35.498711,-83.310242
"8779",2018-04-20,51,"","Ozone","Swain",35.498711,-83.310242
"8780",2018-04-21,71,"","Ozone","Swain",35.498711,-83.310242
"8781",2018-04-22,39,"","Ozone","Swain",35.498711,-83.310242
"8782",2018-04-24,39,"","Ozone","Swain",35.498711,-83.310242
"8783",2018-04-25,41,"","Ozone","Swain",35.498711,-83.310242
"8784",2018-04-26,30,"","Ozone","Swain",35.498711,-83.310242
"8785",2018-04-27,64,"","Ozone","Swain",35.498711,-83.310242
"8786",2018-04-28,74,"","Ozone","Swain",35.498711,-83.310242
"8787",2018-04-29,50,"","Ozone","Swain",35.498711,-83.310242
"8788",2018-04-30,48,"","Ozone","Swain",35.498711,-83.310242
"8789",2018-05-01,80,"","Ozone","Swain",35.498711,-83.310242
"8790",2018-05-02,64,"","Ozone","Swain",35.498711,-83.310242
"8791",2018-05-03,64,"","Ozone","Swain",35.498711,-83.310242
"8792",2018-05-04,46,"","Ozone","Swain",35.498711,-83.310242
"8793",2018-05-05,40,"","Ozone","Swain",35.498711,-83.310242
"8794",2018-05-06,54,"","Ozone","Swain",35.498711,-83.310242
"8795",2018-05-07,51,"","Ozone","Swain",35.498711,-83.310242
"8796",2018-05-08,47,"","Ozone","Swain",35.498711,-83.310242
"8797",2018-05-09,48,"","Ozone","Swain",35.498711,-83.310242
"8798",2018-05-10,54,"","Ozone","Swain",35.498711,-83.310242
"8799",2018-05-11,43,"","Ozone","Swain",35.498711,-83.310242
"8800",2018-05-12,49,"","Ozone","Swain",35.498711,-83.310242
"8801",2018-05-13,47,"","Ozone","Swain",35.498711,-83.310242
"8802",2018-05-14,44,"","Ozone","Swain",35.498711,-83.310242
